type	weight	node_a	node_b	shared
vocab	0.096	zshbuiltins:SHELL BUILTIN COMMANDS › alias [ {+|-}gmrsL ] [ name[=value] ... ]	zshbuiltins:SHELL BUILTIN COMMANDS › set [ {+|-}options | {+|-}o [ option_name ] ] ... [ {+|-}A [ name ] ]	name printed arguments values flag
vocab	0.096	zshbuiltins:SHELL BUILTIN COMMANDS › printf [ -v name ] format [ arg ... ]	zshbuiltins:SHELL BUILTIN COMMANDS › whence [ -vcwfpamsS ] [ -x num ] name ...	format recognised according print name
vocab	0.095	zshmisc:SIMPLE COMMANDS & PIPELINES	zshexpn:HISTORY EXPANSION › Overview	foo sequence command input last
vocab	0.095	zshmisc:PRECOMMAND MODIFIERS	zshmisc:FUNCTIONS	builtin function executed process environment
vocab	0.095	zshmisc:COMPLEX COMMANDS	zshbuiltins:SHELL BUILTIN COMMANDS › [ [ arg ... ] ]	conditional syntax cause arithmetic errors
vocab	0.095	zshmisc:ERRORS	zshparam:PARAMETERS USED BY THE SHELL	variable file interactive shell set
vocab	0.095	zshmisc:ALIASING	zshmisc:AUTOLOADING FUNCTIONS	definition alias defined function element
vocab	0.095	zshmisc:ALIASING	zshparam:PARAMETERS USED BY THE SHELL	completion expansion history any input
vocab	0.095	zshmisc:QUOTING	zshmisc:SIMPLE PROMPT ESCAPES › Visual effects	character single characters between literal
vocab	0.095	zshmisc:REDIRECTION	zshexpn:FILENAME EXPANSION	word followed here then number
vocab	0.095	zshmisc:MULTIOS	zshexpn:HISTORY EXPANSION › Modifiers	file foo once here filename
vocab	0.095	zshmisc:COMMAND EXECUTION	zshoptions:DESCRIPTION OF OPTIONS › Expansion and Globbing	function message error file directory
vocab	0.095	zshmisc:ANONYMOUS FUNCTIONS	zshbuiltins:SHELL BUILTIN COMMANDS › whence [ -vcwfpamsS ] [ -x num ] name ...	function name functions print expand
vocab	0.095	zshmisc:SPECIAL FUNCTIONS › Trap Functions	zshexpn:FILENAME EXPANSION › Dynamic named directories	return function status functions non
vocab	0.095	zshmisc:SPECIAL FUNCTIONS › Trap Functions	zshparam:PARAMETERS USED BY THE SHELL	trap list signal executed function
vocab	0.095	zshmisc:ARITHMETIC EVALUATION	zshexpn:BRACE EXPANSION	numbers expression output integers character
vocab	0.095	zshmisc:ARITHMETIC EVALUATION	zshparam:LOCAL PARAMETERS	parameter point integers integer scope
vocab	0.095	zshmisc:SIMPLE PROMPT ESCAPES › Shell state	zshexpn:HISTORY EXPANSION	number history most prompt event
vocab	0.095	zshexpn:PROCESS SUBSTITUTION	zshexpn:PARAMETER EXPANSION › Examples	file substitution produces then example
vocab	0.095	zshexpn:PROCESS SUBSTITUTION	zshbuiltins:SHELL BUILTIN COMMANDS › read [ -rszpqAclneE ] [ -t [ num ] ] [ -k [ num ] ] [ -d delim ]	input file read fields name
vocab	0.095	zshexpn:COMMAND SUBSTITUTION	zshexpn:FILENAME GENERATION › Globbing Flags	substitution foo parentheses generation filename
vocab	0.095	zshexpn:FILENAME GENERATION › Glob Operators	zshoptions:DESCRIPTION OF OPTIONS › Zle	character matches characters alphanumeric test
vocab	0.095	zshexpn:FILENAME GENERATION › Globbing Flags	zshbuiltins:SHELL BUILTIN COMMANDS › print [ -abcDilmnNoOpPrsSz ] [ -u n ] [ -f format ] [ -C cols ]	match pattern multibyte print string
vocab	0.095	zshexpn:FILENAME GENERATION › Glob Qualifiers	zshbuiltins:SHELL BUILTIN COMMANDS › cd [ -qsLP ] {+|-}n	directory links symbolic change current
vocab	0.095	zshparam:ARRAY PARAMETERS › Array Element Assignment	zshparam:PARAMETERS SET BY THE SHELL	array typeset assigning value element
vocab	0.095	zshoptions:SPECIFYING OPTIONS	zshbuiltins:SHELL BUILTIN COMMANDS › emulate [ -lLR ] [ {zsh|sh|ksh|csh} [ flags ... ] ]	options emulate sh local_options setopt
vocab	0.095	zshoptions:DESCRIPTION OF OPTIONS › Changing Directories	zshbuiltins:SHELL BUILTIN COMMANDS › . file [ arg ... ]	directory path slash commands found
vocab	0.095	zshoptions:DESCRIPTION OF OPTIONS › Expansion and Globbing	zshoptions:DESCRIPTION OF OPTIONS › Prompting	expansion default parameter characters set
vocab	0.095	zshoptions:DESCRIPTION OF OPTIONS › Shell Emulation	zshbuiltins:SHELL BUILTIN COMMANDS › eval [ arg ... ]	return contain executed shell commands
vocab	0.095	zshoptions:DESCRIPTION OF OPTIONS › Shell State	zshoptions:SINGLE LETTER OPTIONS › Default set	privileged shin_stdin login restricted single_command
vocab	0.095	zshbuiltins:SHELL BUILTIN COMMANDS › disable [ -afmprs ] name ...	zshbuiltins:SHELL BUILTIN COMMANDS › setopt [ {+|-}options | {+|-}o option_name ] [ -m ] [ name ... ]	patterns options shown form filename
vocab	0.095	zshbuiltins:SHELL BUILTIN COMMANDS › exit [ n ]	zshbuiltins:SHELL BUILTIN COMMANDS › trap [ arg ] [ sig ... ]	exit executed status specified command
vocab	0.095	zshbuiltins:SHELL BUILTIN COMMANDS › getopts optstring name [ arg ... ]	zshbuiltins:SHELL BUILTIN COMMANDS › trap [ arg ] [ sig ... ]	arg args reset exit name
vocab	0.094	zshmisc:COMPLEX COMMANDS	zshmisc:COMMENTS	word newline shells ignored interactive
vocab	0.094	zshmisc:COMPLEX COMMANDS	zshparam:ARRAY PARAMETERS › Subscript Parsing	expression appear pattern parsing parentheses
vocab	0.094	zshmisc:COMPLEX COMMANDS	zshbuiltins:SHELL BUILTIN COMMANDS › exec [ -cl ] [ -a argv0 ] [ command [ arg ... ] ]	executed always function omitted executes
vocab	0.094	zshmisc:ERRORS	zshbuiltins:SHELL BUILTIN COMMANDS › typeset -f [ {+|-}TUkmtuz ] [ + ] [ name ... ]	typeset variables variable create assignment
vocab	0.094	zshmisc:ALIASING	zshparam:ARRAY PARAMETERS › Subscript Parsing	quoting quote backslash quotes foo
vocab	0.094	zshmisc:REDIRECTION	zshmisc:AUTOLOADING FUNCTIONS	file created manner then for
vocab	0.094	zshmisc:MULTIOS	zshbuiltins:SHELL BUILTIN COMMANDS › wait [ job ... ]	process job wait there exit
vocab	0.094	zshmisc:FUNCTIONS	zshbuiltins:SHELL BUILTIN COMMANDS › emulate [ -lLR ] [ {zsh|sh|ksh|csh} [ flags ... ] ]	functions function environment executed exit
vocab	0.094	zshmisc:AUTOLOADING FUNCTIONS	zshbuiltins:SHELL BUILTIN COMMANDS › emulate [ -lLR ] [ {zsh|sh|ksh|csh} [ flags ... ] ]	function functions autoload marked defined
vocab	0.094	zshmisc:ANONYMOUS FUNCTIONS	zshbuiltins:SHELL BUILTIN COMMANDS › print [ -abcDilmnNoOpPrsSz ] [ -u n ] [ -f format ] [ -C cols ]	arguments print list newline name
vocab	0.094	zshmisc:EXPANSION OF PROMPT SEQUENCES	zshmisc:SIMPLE PROMPT ESCAPES › Shell state	integer sequences prompt number many
vocab	0.094	zshmisc:EXPANSION OF PROMPT SEQUENCES	zshexpn:PARAMETER EXPANSION › Rules	substitution expansion escape prompt character
vocab	0.094	zshmisc:SIMPLE PROMPT ESCAPES › Visual effects	zshbuiltins:SHELL BUILTIN COMMANDS › printf [ -v name ] format [ arg ... ]	format numeric argument escape character
vocab	0.094	zshexpn:HISTORY EXPANSION › Modifiers	zshparam:DESCRIPTION	parameter expansion string name filename
vocab	0.094	zshexpn:PARAMETER EXPANSION › Examples	zshexpn:FILENAME GENERATION › Glob Qualifiers	foo file produces baz array
vocab	0.094	zshexpn:FILENAME EXPANSION › Dynamic named directories	zshbuiltins:SHELL BUILTIN COMMANDS › eval [ arg ... ]	return status zero string arguments
vocab	0.094	zshexpn:FILENAME EXPANSION › Dynamic named directories	zshbuiltins:SHELL BUILTIN COMMANDS › read [ -rszpqAclneE ] [ -t [ num ] ] [ -k [ num ] ] [ -d delim ]	reply name status completion return
vocab	0.094	zshexpn:FILENAME EXPANSION › Static named directories	zshbuiltins:SHELL BUILTIN COMMANDS › autoload [ {+|-}RTUXdkmrtWz ] [ -w ] [ name ... ]	path directory found pwd name
vocab	0.094	zshexpn:FILENAME GENERATION › Approximate Matching	zshoptions:DESCRIPTION OF OPTIONS › Expansion and Globbing	pattern characters error matches filenames
vocab	0.094	zshexpn:FILENAME GENERATION › Glob Qualifiers	zshbuiltins:SHELL BUILTIN COMMANDS › unsetopt [ {+|-}options | {+|-}o option_name ] [ name ... ]	glob all names taken matching
vocab	0.094	zshparam:DESCRIPTION	zshoptions:DESCRIPTION OF OPTIONS › Initialisation	exported parameters startup environment its
vocab	0.094	zshparam:ARRAY PARAMETERS › Subscript Flags	zshoptions:SINGLE LETTER OPTIONS › Also note	matching used arrays pattern on
vocab	0.094	zshparam:LOCAL PARAMETERS	zshoptions:DESCRIPTION OF OPTIONS › Input/Output	path local directory existing programs
vocab	0.094	zshparam:PARAMETERS SET BY THE SHELL	zshoptions:DESCRIPTION OF OPTIONS › Initialisation	zsh local sourced time made
vocab	0.094	zshoptions:DESCRIPTION OF OPTIONS › Shell Emulation	zshbuiltins:SHELL BUILTIN COMMANDS › : [ arg ... ]	exit performed nothing zero expansions
vocab	0.094	zshoptions:DESCRIPTION OF OPTIONS › Shell Emulation	zshbuiltins:SHELL BUILTIN COMMANDS › local [ {+|-}AHUahlprtux ] [ {+|-}EFLRZi [ n ] ] [ name[=value] ... ]	local variables functions options typeset
vocab	0.094	zshoptions:DESCRIPTION OF OPTIONS › Shell State	zshoptions:DESCRIPTION OF OPTIONS › Zle	ksh turning line option this
vocab	0.094	zshbuiltins:SHELL BUILTIN COMMANDS › . file [ arg ... ]	zshbuiltins:SHELL BUILTIN COMMANDS › typeset -f [ {+|-}TUkmtuz ] [ + ] [ name ... ]	parameters path given created file
vocab	0.094	zshbuiltins:SHELL BUILTIN COMMANDS › emulate [ -lLR ] [ {zsh|sh|ksh|csh} [ flags ... ] ]	zshbuiltins:SHELL BUILTIN COMMANDS › functions +M [ -m ] mathfn ...	functions function options marked autoload
vocab	0.093	zshmisc:COMPLEX COMMANDS	zshoptions:DESCRIPTION OF OPTIONS › History	list words line until file
vocab	0.093	zshmisc:MULTIOS	zshexpn:PARAMETER EXPANSION › Rules	cat foo thus at point
vocab	0.093	zshmisc:COMMAND EXECUTION	zshmisc:ANONYMOUS FUNCTIONS	function name script main functions
vocab	0.093	zshmisc:SPECIAL FUNCTIONS › Hook Functions	zshexpn:FILENAME GENERATION › Glob Qualifiers	file executed history size line
vocab	0.093	zshmisc:SPECIAL FUNCTIONS › Hook Functions	zshoptions:DESCRIPTION OF OPTIONS › Prompting	line prompt newline specially next
vocab	0.093	zshmisc:CONDITIONAL EXPRESSIONS	zshparam:ARRAY PARAMETERS › Subscript Parsing	true expression pattern match double
vocab	0.093	zshmisc:SIMPLE PROMPT ESCAPES › Shell state	zshbuiltins:SHELL BUILTIN COMMANDS › fc -ARWI [ filename ]	history file event current most
vocab	0.093	zshmisc:SIMPLE PROMPT ESCAPES › Shell state	zshbuiltins:SHELL BUILTIN COMMANDS › pushd [ -qsLP ] {+|-}n	directory current useful home function
vocab	0.093	zshmisc:SIMPLE PROMPT ESCAPES › Visual effects	zshbuiltins:SHELL BUILTIN COMMANDS › read [ -rszpqAclneE ] [ -t [ num ] ] [ -k [ num ] ] [ -d delim ]	character mode cursor terminal within
vocab	0.093	zshmisc:CONDITIONAL SUBSTRINGS IN PROMPTS	zshparam:PARAMETERS SET BY THE SHELL	privileges effective array current uid
vocab	0.093	zshexpn:HISTORY EXPANSION › Modifiers	zshexpn:FILENAME GENERATION › Approximate Matching	path segments match must string
vocab	0.093	zshexpn:HISTORY EXPANSION › Modifiers	zshparam:LOCAL PARAMETERS	path parameter directory parameters existent
vocab	0.093	zshexpn:PROCESS SUBSTITUTION	zshexpn:PARAMETER EXPANSION › Parameter Expansion Flags	substitution form string reverse this
vocab	0.093	zshexpn:PARAMETER EXPANSION	zshoptions:DESCRIPTION OF OPTIONS › Input/Output	pattern name first word set
vocab	0.093	zshexpn:PARAMETER EXPANSION	zshbuiltins:SHELL BUILTIN COMMANDS › functions +M [ -m ] mathfn ...	name result pattern array print
vocab	0.093	zshexpn:PARAMETER EXPANSION › Parameter Expansion Flags	zshbuiltins:SHELL BUILTIN COMMANDS › echo [ -neE ] [ arg ... ]	flag character sequences echo characters
vocab	0.093	zshexpn:PARAMETER EXPANSION › Parameter Expansion Flags	zshbuiltins:SHELL BUILTIN COMMANDS › emulate [ -lLR ] [ {zsh|sh|ksh|csh} [ flags ... ] ]	switch flags options distinct for
vocab	0.093	zshexpn:PARAMETER EXPANSION › Parameter Expansion Flags	zshbuiltins:SHELL BUILTIN COMMANDS › shift [ -p ] [ n ] [ name ... ]	array parameters arrays given end
vocab	0.093	zshexpn:BRACE EXPANSION	zshexpn:FILENAME GENERATION › Glob Qualifiers	order character characters expression foo
vocab	0.093	zshexpn:FILENAME EXPANSION › Dynamic named directories	zshoptions:DESCRIPTION OF OPTIONS › Input/Output	directory completion names path match
vocab	0.093	zshparam:PARAMETERS SET BY THE SHELL	zshbuiltins:SHELL BUILTIN COMMANDS › emulate [ -lLR ] [ {zsh|sh|ksh|csh} [ flags ... ] ]	emulation function sufficient code zsh
vocab	0.093	zshparam:PARAMETERS SET BY THE SHELL	zshbuiltins:SHELL BUILTIN COMMANDS › ttyctl [ -fu ]	tty stty changes made shell
vocab	0.093	zshoptions:DESCRIPTION OF OPTIONS › Expansion and Globbing	zshbuiltins:SHELL BUILTIN COMMANDS › [ [ arg ... ] ]	expressions syntactically cause arithmetic expansion
vocab	0.093	zshoptions:SINGLE LETTER OPTIONS › Also note	zshbuiltins:SHELL BUILTIN COMMANDS › setopt [ {+|-}options | {+|-}o option_name ] [ -m ] [ name ... ]	zshoptions setopt names matching set
vocab	0.093	zshbuiltins:SHELL BUILTIN COMMANDS › fc -ARWI [ filename ]	zshbuiltins:SHELL BUILTIN COMMANDS › read [ -rszpqAclneE ] [ -t [ num ] ] [ -k [ num ] ] [ -d delim ]	read flag editor first file
vocab	0.093	zshbuiltins:SHELL BUILTIN COMMANDS › print [ -abcDilmnNoOpPrsSz ] [ -u n ] [ -f format ] [ -C cols ]	zshbuiltins:SHELL BUILTIN COMMANDS › pwd [ -rLP ]	print printed flag given directory
vocab	0.093	zshbuiltins:SHELL BUILTIN COMMANDS › typeset -f [ {+|-}TUkmtuz ] [ + ] [ name ... ]	zshbuiltins:SHELL BUILTIN COMMANDS › zmodload -R modalias ...	loaded modules name given names
vocab	0.092	zshmisc:SIMPLE COMMANDS & PIPELINES	zshexpn:PROCESS SUBSTITUTION	list finish pipe input job
vocab	0.092	zshmisc:RESERVED WORDS	zshbuiltins:SHELL BUILTIN COMMANDS › disable [ -afmprs ] name ...	disable disabled reserved words nor
vocab	0.092	zshmisc:AUTOLOADING FUNCTIONS	zshexpn:HISTORY EXPANSION › Modifiers	definition extension file function directory
vocab	0.092	zshmisc:SIMPLE PROMPT ESCAPES › Login information	zshparam:PARAMETERS SET BY THE SHELL	tty username hostname user machine
vocab	0.092	zshmisc:CONDITIONAL SUBSTRINGS IN PROMPTS	zshoptions:DESCRIPTION OF OPTIONS › Expansion and Globbing	true characters character array nested
vocab	0.092	zshmisc:CONDITIONAL SUBSTRINGS IN PROMPTS	zshbuiltins:SHELL BUILTIN COMMANDS › cd [ -qsLP ] {+|-}n	true directory least current change
vocab	0.092	zshexpn:PARAMETER EXPANSION › Parameter Expansion Flags	zshbuiltins:SHELL BUILTIN COMMANDS › fc -ARWI [ filename ]	flag string resulting given order
vocab	0.092	zshexpn:PARAMETER EXPANSION › Rules	zshbuiltins:SHELL BUILTIN COMMANDS › autoload [ {+|-}RTUXdkmrtWz ] [ -w ] [ name ... ]	flag flags applied given value
vocab	0.092	zshexpn:COMMAND SUBSTITUTION	zshexpn:FILENAME EXPANSION	replaced unquoted word by if
vocab	0.092	zshexpn:FILENAME GENERATION › Glob Operators	zshbuiltins:SHELL BUILTIN COMMANDS › print [ -abcDilmnNoOpPrsSz ] [ -u n ] [ -f format ] [ -C cols ]	character multibyte characters match sequence
vocab	0.092	zshparam:LOCAL PARAMETERS	zshbuiltins:SHELL BUILTIN COMMANDS › fc -ARWI [ filename ]	local new scope declaring parameter
vocab	0.092	zshoptions:DESCRIPTION OF OPTIONS › Input/Output	zshbuiltins:SHELL BUILTIN COMMANDS › hash [ -Ldfmrv ] [ name[=value] ] ...	hash path directory file used
vocab	0.092	zshbuiltins:SHELL BUILTIN COMMANDS › functions +M [ -m ] mathfn ...	zshbuiltins:SHELL BUILTIN COMMANDS › print [ -abcDilmnNoOpPrsSz ] [ -u n ] [ -f format ] [ -C cols ]	arguments print tab spaces list
vocab	0.092	zshbuiltins:SHELL BUILTIN COMMANDS › shift [ -p ] [ n ] [ name ... ]	zshbuiltins:SHELL BUILTIN COMMANDS › unset [ -fmv ] name ...	parameters array names arguments are
vocab	0.091	zshmisc:PRECOMMAND MODIFIERS	zshmisc:REDIRECTION	word command does process simple
vocab	0.091	zshmisc:COMPLEX COMMANDS	zshoptions:DESCRIPTION OF OPTIONS › Shell State	always input executed standard regardless
vocab	0.091	zshmisc:RESERVED WORDS	zshoptions:DESCRIPTION OF OPTIONS › Expansion and Globbing	ignore_braces ignore_close_braces typeset local function
vocab	0.091	zshmisc:RESERVED WORDS	zshbuiltins:SHELL BUILTIN COMMANDS › continue [ n ]	repeat select until while if
vocab	0.091	zshmisc:ALIASING	zshbuiltins:SHELL BUILTIN COMMANDS › autoload [ {+|-}RTUXdkmrtWz ] [ -w ] [ name ... ]	alias function definition defined any
vocab	0.091	zshmisc:ALIASING	zshbuiltins:SHELL BUILTIN COMMANDS › zmodload -R modalias ...	alias defined aliases builtin any
vocab	0.091	zshmisc:COMMAND EXECUTION	zshbuiltins:SHELL BUILTIN COMMANDS › printf [ -v name ] format [ arg ... ]	format name arguments element builtin
vocab	0.091	zshmisc:AUTOLOADING FUNCTIONS	zshexpn:PROCESS SUBSTITUTION	file function will for named
vocab	0.091	zshmisc:ARITHMETIC EVALUATION	zshmisc:SIMPLE PROMPT ESCAPES › Visual effects	output numeric point integers integer
vocab	0.091	zshexpn:HISTORY EXPANSION › Modifiers	zshbuiltins:SHELL BUILTIN COMMANDS › setopt [ {+|-}options | {+|-}o option_name ] [ -m ] [ name ... ]	filename further patterns expansion shown
vocab	0.091	zshexpn:PARAMETER EXPANSION	zshexpn:FILENAME GENERATION › Precedence	pattern shortest operators filename above
vocab	0.091	zshexpn:PARAMETER EXPANSION	zshbuiltins:SHELL BUILTIN COMMANDS › setopt [ {+|-}options | {+|-}o option_name ] [ -m ] [ name ... ]	name expansion set addition matching
vocab	0.091	zshexpn:FILENAME EXPANSION › Dynamic named directories	zshparam:PARAMETERS SET BY THE SHELL	sufficient directory function array code
vocab	0.091	zshexpn:FILENAME EXPANSION › Dynamic named directories	zshbuiltins:SHELL BUILTIN COMMANDS › whence [ -vcwfpamsS ] [ -x num ] name ...	name function directory names passed
vocab	0.091	zshexpn:FILENAME GENERATION › Glob Operators	zshbuiltins:SHELL BUILTIN COMMANDS › echo [ -neE ] [ arg ... ]	character hexadecimal separating more way
vocab	0.091	zshexpn:FILENAME GENERATION › Globbing Flags	zshexpn:FILENAME GENERATION › Recursive Globbing	matches pattern foo matching segment
vocab	0.091	zshexpn:FILENAME GENERATION › Recursive Globbing	zshoptions:DESCRIPTION OF OPTIONS › Input/Output	path directory search files subdirectories
vocab	0.091	zshparam:ARRAY PARAMETERS	zshoptions:DESCRIPTION OF OPTIONS › Scripts and Functions	value name assigned this implicit
vocab	0.091	zshparam:PARAMETERS SET BY THE SHELL	zshbuiltins:SHELL BUILTIN COMMANDS › cd [ -qsLP ] {+|-}n	change directory current value under
vocab	0.091	zshparam:PARAMETERS SET BY THE SHELL	zshbuiltins:SHELL BUILTIN COMMANDS › whence [ -vcwfpamsS ] [ -x num ] name ...	command function builtin name shell
vocab	0.091	zshparam:PARAMETERS USED BY THE SHELL	zshbuiltins:SHELL BUILTIN COMMANDS › exec [ -cl ] [ -a argv0 ] [ command [ arg ... ] ]	command argv0 shell environment builtin
vocab	0.091	zshoptions:DESCRIPTION OF OPTIONS › Expansion and Globbing	zshbuiltins:SHELL BUILTIN COMMANDS › eval [ arg ... ]	contain args resulting no empty
vocab	0.091	zshbuiltins:SHELL BUILTIN COMMANDS › eval [ arg ... ]	zshbuiltins:SHELL BUILTIN COMMANDS › printf [ -v name ] format [ arg ... ]	been had arguments string input
vocab	0.091	zshbuiltins:SHELL BUILTIN COMMANDS › exec [ -cl ] [ -a argv0 ] [ command [ arg ... ] ]	zshbuiltins:SHELL BUILTIN COMMANDS › whence [ -vcwfpamsS ] [ -x num ] name ...	command builtin path function interpreted
vocab	0.091	zshbuiltins:SHELL BUILTIN COMMANDS › fc -ARWI [ filename ]	zshbuiltins:SHELL BUILTIN COMMANDS › set [ {+|-}options | {+|-}o [ option_name ] ] ... [ {+|-}A [ name ] ]	values specified given set flag
vocab	0.09	zshmisc:COMPLEX COMMANDS	zshbuiltins:SHELL BUILTIN COMMANDS › setopt [ {+|-}options | {+|-}o option_name ] [ -m ] [ name ... ]	list execution patterns code cause
vocab	0.09	zshmisc:COMMENTS	zshoptions:DESCRIPTION OF OPTIONS › Zle	word characters shells interactive up
vocab	0.09	zshmisc:ALIASING › Alias difficulties	zshbuiltins:SHELL BUILTIN COMMANDS › zcompile -t file [ name ... ]	functions code read scripts defined
vocab	0.09	zshmisc:QUOTING	zshparam:ARRAY PARAMETERS › Subscript Flags	pair string character enclosed substitution
vocab	0.09	zshmisc:MULTIOS	zshexpn:FILENAME GENERATION › Recursive Globbing	bar foo files file thus
vocab	0.09	zshmisc:ANONYMOUS FUNCTIONS	zshexpn:HISTORY EXPANSION › Modifiers	definition function immediately treated following
vocab	0.09	zshmisc:SPECIAL FUNCTIONS › Hook Functions	zshmisc:EXPANSION OF PROMPT SEQUENCES	history prompt next although argument
vocab	0.09	zshmisc:CONDITIONAL EXPRESSIONS	zshexpn:FILENAME GENERATION	pattern matched generation filename match
vocab	0.09	zshmisc:CONDITIONAL EXPRESSIONS	zshparam:PARAMETERS SET BY THE SHELL	file id process effective module
vocab	0.09	zshmisc:EXPANSION OF PROMPT SEQUENCES	zshexpn:COMMAND SUBSTITUTION	expansion substitution replaced arithmetic special
vocab	0.09	zshmisc:SIMPLE PROMPT ESCAPES › Login information	zshbuiltins:SHELL BUILTIN COMMANDS › setopt [ {+|-}options | {+|-}o option_name ] [ -m ] [ name ... ]	prefix shown user without names
vocab	0.09	zshmisc:CONDITIONAL SUBSTRINGS IN PROMPTS	zshbuiltins:SHELL BUILTIN COMMANDS › functions +M [ -m ] mathfn ...	true least string at print
vocab	0.09	zshmisc:CONDITIONAL SUBSTRINGS IN PROMPTS	zshbuiltins:SHELL BUILTIN COMMANDS › print [ -abcDilmnNoOpPrsSz ] [ -u n ] [ -f format ] [ -C cols ]	prompt print escape string character
vocab	0.09	zshexpn:HISTORY EXPANSION › Modifiers	zshbuiltins:SHELL BUILTIN COMMANDS › command [ -pvV ] simple command	path modifiers instead also but
vocab	0.09	zshexpn:HISTORY EXPANSION › Modifiers	zshbuiltins:SHELL BUILTIN COMMANDS › set [ {+|-}options | {+|-}o [ option_name ] ] ... [ {+|-}A [ name ] ]	foo name parameters treated further
vocab	0.09	zshexpn:PROCESS SUBSTITUTION	zshoptions:DESCRIPTION OF OPTIONS › Prompting	cut paste line substitution substitutions
vocab	0.09	zshexpn:PROCESS SUBSTITUTION	zshbuiltins:SHELL BUILTIN COMMANDS › cd [ -qsLP ] {+|-}n	arg form list named argument
vocab	0.09	zshexpn:PARAMETER EXPANSION › Rules	zshbuiltins:SHELL BUILTIN COMMANDS › whence [ -vcwfpamsS ] [ -x num ] name ...	word name flag occurrences takes
vocab	0.09	zshexpn:COMMAND SUBSTITUTION	zshparam:ARRAY PARAMETERS › Subscript Parsing	double quotes parentheses foo preceded
vocab	0.09	zshexpn:FILENAME EXPANSION › Notes	zshparam:ARRAY PARAMETERS	expansion assignment side hand quoting
vocab	0.09	zshexpn:FILENAME EXPANSION › Notes	zshparam:ARRAY PARAMETERS › Subscript Parsing	quoting expression becomes typeset expansion
vocab	0.09	zshexpn:FILENAME GENERATION	zshoptions:DESCRIPTION OF OPTIONS › Completion	word pattern matches matching match
vocab	0.09	zshexpn:FILENAME GENERATION › Globbing Flags	zshoptions:DESCRIPTION OF OPTIONS › Changing Directories	cd segment foo path test
vocab	0.09	zshparam:ARRAY PARAMETERS › Array Subscripts	zshbuiltins:SHELL BUILTIN COMMANDS › return [ n ]	foo return prints zero end
vocab	0.09	zshparam:ARRAY PARAMETERS › Subscript Flags	zshoptions:DESCRIPTION OF OPTIONS › Scripts and Functions	this effect element on parameter
vocab	0.09	zshparam:ARRAY PARAMETERS › Subscript Parsing	zshbuiltins:SHELL BUILTIN COMMANDS › set [ {+|-}options | {+|-}o [ option_name ] ] ... [ {+|-}A [ name ] ]	array positional parameters flags foo
vocab	0.09	zshparam:PARAMETERS SET BY THE SHELL	zshbuiltins:SHELL BUILTIN COMMANDS › pushd [ -qsLP ] {+|-}n	change directory user stack new
vocab	0.09	zshoptions:DESCRIPTION OF OPTIONS › Changing Directories	zshoptions:DESCRIPTION OF OPTIONS › Shell State	interactive changing shin_stdin restricted commands
vocab	0.09	zshoptions:DESCRIPTION OF OPTIONS › Scripts and Functions	zshbuiltins:SHELL BUILTIN COMMANDS › command [ -pvV ] simple command	function executed instead similar zshmisc
vocab	0.09	zshbuiltins:SHELL BUILTIN COMMANDS › fc -ARWI [ filename ]	zshbuiltins:SHELL BUILTIN COMMANDS › pushd [ -qsLP ] {+|-}n	new stack list entries specified
vocab	0.09	zshbuiltins:SHELL BUILTIN COMMANDS › pushd [ -qsLP ] {+|-}n	zshbuiltins:SHELL BUILTIN COMMANDS › pwd [ -rLP ]	directory printed specified current not
vocab	0.089	zshmisc:SIMPLE COMMANDS & PIPELINES	zshmisc:ARITHMETIC EVALUATION	output operators logical value zero
vocab	0.089	zshmisc:ALIASING	zshexpn:FILENAME GENERATION › Glob Qualifiers	glob foo any word pattern
vocab	0.089	zshmisc:REDIRECTION	zshmisc:ARITHMETIC EVALUATION	output standard input substitution digit
vocab	0.089	zshmisc:OPENING FILE DESCRIPTORS USING PARAMETERS	zshmisc:COMMAND EXECUTION	file error message external forked
vocab	0.089	zshmisc:FUNCTIONS	zshbuiltins:SHELL BUILTIN COMMANDS › exec [ -cl ] [ -a argv0 ] [ command [ arg ... ] ]	function builtin executed environment command
vocab	0.089	zshmisc:ANONYMOUS FUNCTIONS	zshparam:PARAMETERS SET BY THE SHELL	function variable local script executed
vocab	0.089	zshmisc:SPECIAL FUNCTIONS › Hook Functions	zshoptions:DESCRIPTION OF OPTIONS › Shell State	line changed executed function run
vocab	0.089	zshmisc:SPECIAL FUNCTIONS › Hook Functions	zshbuiltins:SHELL BUILTIN COMMANDS › set [ {+|-}options | {+|-}o [ option_name ] ] ... [ {+|-}A [ name ] ]	array values name set arguments
vocab	0.089	zshmisc:ARITHMETIC EVALUATION	zshmisc:CONDITIONAL SUBSTRINGS IN PROMPTS	truncated integer ternary least character
vocab	0.089	zshmisc:ARITHMETIC EVALUATION	zshexpn:FILENAME GENERATION › Globbing Flags	point example multibyte substitution operators
vocab	0.089	zshmisc:SIMPLE PROMPT ESCAPES › Shell state	zshexpn:HISTORY EXPANSION › Overview	event history respectively previous line
vocab	0.089	zshmisc:SIMPLE PROMPT ESCAPES › Shell state	zshoptions:DESCRIPTION OF OPTIONS › Initialisation	sourced integer currently most zsh
vocab	0.089	zshmisc:SIMPLE PROMPT ESCAPES › Shell state	zshbuiltins:SHELL BUILTIN COMMANDS › eval [ arg ... ]	status executed current zero return
