type	weight	node_a	node_b	shared
vocab	0.089	zshmisc:CONDITIONAL SUBSTRINGS IN PROMPTS	zshexpn:FILENAME EXPANSION › Static named directories	directory text length path string
vocab	0.089	zshmisc:CONDITIONAL SUBSTRINGS IN PROMPTS	zshbuiltins:SHELL BUILTIN COMMANDS › printf [ -v name ] format [ arg ... ]	string argument numeric escape array
vocab	0.089	zshexpn:HISTORY EXPANSION › Overview	zshparam:ARRAY PARAMETERS › Array Subscripts	foo referenced quotes character then
vocab	0.089	zshexpn:PARAMETER EXPANSION › Rules	zshexpn:ARITHMETIC EXPANSION	substitution value expansion arithmetic evaluated
vocab	0.089	zshexpn:COMMAND SUBSTITUTION	zshoptions:DESCRIPTION OF OPTIONS › Shell Emulation	expansion substitution newlines parameter command
vocab	0.089	zshexpn:FILENAME GENERATION › Globbing Flags	zshparam:DESCRIPTION	array string type pattern characters
vocab	0.089	zshexpn:FILENAME GENERATION › Globbing Flags	zshoptions:DESCRIPTION OF OPTIONS › Scripts and Functions	foo at example this pattern
vocab	0.089	zshparam:ARRAY PARAMETERS › Array Subscripts	zshbuiltins:SHELL BUILTIN COMMANDS › let arg ...	arithmetic evaluate expressions description expression
vocab	0.089	zshparam:LOCAL PARAMETERS	zshbuiltins:SHELL BUILTIN COMMANDS › autoload [ {+|-}RTUXdkmrtWz ] [ -w ] [ name ... ]	function path remains existing find
vocab	0.089	zshparam:PARAMETERS USED BY THE SHELL	zshbuiltins:SHELL BUILTIN COMMANDS › command [ -pvV ] simple command	path certain default command builtins
vocab	0.089	zshparam:PARAMETERS USED BY THE SHELL	zshbuiltins:SHELL BUILTIN COMMANDS › echo [ -neE ] [ arg ... ]	character escape sequences space printed
vocab	0.089	zshoptions:DESCRIPTION OF OPTIONS › Job Control	zshoptions:DESCRIPTION OF OPTIONS › Shell State	running ksh option run check
vocab	0.089	zshoptions:DESCRIPTION OF OPTIONS › Shell State	zshbuiltins:SHELL BUILTIN COMMANDS › exec [ -cl ] [ -a argv0 ] [ command [ arg ... ] ]	login argv shell command exits
vocab	0.089	zshbuiltins:SHELL BUILTIN COMMANDS › . file [ arg ... ]	zshbuiltins:SHELL BUILTIN COMMANDS › fc -ARWI [ filename ]	file given read last current
vocab	0.089	zshbuiltins:SHELL BUILTIN COMMANDS › whence [ -vcwfpamsS ] [ -x num ] name ...	zshbuiltins:SHELL BUILTIN COMMANDS › zmodload -R modalias ...	alias name resolved path builtin
vocab	0.088	zshmisc:ERRORS	zshexpn:FILENAME GENERATION › Glob Qualifiers	qualifiers parse file glob failure
vocab	0.088	zshmisc:ERRORS	zshparam:PARAMETERS SET BY THE SHELL	module script shell file variable
vocab	0.088	zshmisc:COMMENTS	zshexpn:HISTORY EXPANSION › Event Designators	histchars word newline up characters
vocab	0.088	zshmisc:ALIASING › Alias difficulties	zshexpn:PARAMETER EXPANSION	word parameter nested string above
vocab	0.088	zshmisc:OPENING FILE DESCRIPTORS USING PARAMETERS	zshoptions:DESCRIPTION OF OPTIONS › Input/Output	file open clobber close this
vocab	0.088	zshmisc:SPECIAL FUNCTIONS › Hook Functions	zshbuiltins:SHELL BUILTIN COMMANDS › cd [ -qsLP ] {+|-}n	directory hook chpwd functions context
vocab	0.088	zshmisc:SPECIAL FUNCTIONS › Trap Functions	zshbuiltins:SHELL BUILTIN COMMANDS › . file [ arg ... ]	status return executed context exit
vocab	0.088	zshmisc:ARITHMETIC EVALUATION	zshbuiltins:SHELL BUILTIN COMMANDS › print [ -abcDilmnNoOpPrsSz ] [ -u n ] [ -f format ] [ -C cols ]	output print format leading character
vocab	0.088	zshexpn:DESCRIPTION	zshexpn:FILENAME GENERATION › Precedence	filename mentioned above preceding after
vocab	0.088	zshexpn:DESCRIPTION	zshbuiltins:SHELL BUILTIN COMMANDS › whence [ -vcwfpamsS ] [ -x num ] name ...	alias steps occurrences command shells
vocab	0.088	zshexpn:HISTORY EXPANSION › Modifiers	zshexpn:ARITHMETIC EXPANSION	substituted expansion substitution string expression
vocab	0.088	zshexpn:HISTORY EXPANSION › Modifiers	zshbuiltins:SHELL BUILTIN COMMANDS › unhash [ -adfms ] name ...	remove quoted must global patterns
vocab	0.088	zshexpn:HISTORY EXPANSION › Modifiers	zshbuiltins:SHELL BUILTIN COMMANDS › unset [ -fmv ] name ...	filename generation quoted parameters patterns
vocab	0.088	zshexpn:PROCESS SUBSTITUTION	zshoptions:DESCRIPTION OF OPTIONS › Job Control	job subshell parent run wait
vocab	0.088	zshexpn:PARAMETER EXPANSION › Parameter Expansion Flags	zshbuiltins:SHELL BUILTIN COMMANDS › zcompile -t file [ name ... ]	into given options form include
vocab	0.088	zshexpn:PARAMETER EXPANSION › Examples	zshparam:PARAMETERS USED BY THE SHELL	array file line this substitution
vocab	0.088	zshexpn:BRACE EXPANSION	zshparam:ARRAY PARAMETERS › Subscript Parsing	expression reverse characters two expanded
vocab	0.088	zshexpn:FILENAME EXPANSION	zshparam:POSITIONAL PARAMETERS	positions number equivalent many itself
vocab	0.088	zshexpn:FILENAME GENERATION › Glob Operators	zshparam:ARRAY PARAMETERS › Subscript Parsing	pattern match characters foo parentheses
vocab	0.088	zshexpn:FILENAME GENERATION › Globbing Flags	zshoptions:SINGLE LETTER OPTIONS › Also note	pattern matching end used long
vocab	0.088	zshexpn:FILENAME GENERATION › Glob Qualifiers	zshparam:ARRAY PARAMETERS › Subscript Parsing	pattern expression parentheses balanced match
vocab	0.088	zshparam:DESCRIPTION	zshbuiltins:SHELL BUILTIN COMMANDS › cd [ -qsLP ] {+|-}n	change parameter value environment begins
vocab	0.088	zshparam:ARRAY PARAMETERS › Array Subscripts	zshoptions:DESCRIPTION OF OPTIONS › Scripts and Functions	foo element set return option
vocab	0.088	zshparam:ARRAY PARAMETERS › Array Subscripts	zshbuiltins:SHELL BUILTIN COMMANDS › printf [ -v name ] format [ arg ... ]	array arithmetic element string nth
vocab	0.088	zshparam:ARRAY PARAMETERS › Subscript Flags	zshoptions:DESCRIPTION OF OPTIONS › Input/Output	key search this match pattern
vocab	0.088	zshparam:PARAMETERS SET BY THE SHELL	zshbuiltins:SHELL BUILTIN COMMANDS › printf [ -v name ] format [ arg ... ]	you array value argument style
vocab	0.088	zshoptions:SPECIFYING OPTIONS	zshbuiltins:SHELL BUILTIN COMMANDS › set [ {+|-}options | {+|-}o [ option_name ] ] ... [ {+|-}A [ name ] ]	name options names sets setopt
vocab	0.088	zshoptions:DESCRIPTION OF OPTIONS › Zle	zshbuiltins:SHELL BUILTIN COMMANDS › autoload [ {+|-}RTUXdkmrtWz ] [ -w ] [ name ... ]	loaded turning ksh emulation interface
vocab	0.088	zshbuiltins:SHELL BUILTIN COMMANDS › getopts optstring name [ arg ... ]	zshbuiltins:SHELL BUILTIN COMMANDS › typeset -f [ {+|-}TUkmtuz ] [ + ] [ name ... ]	parameters value name blanks when
vocab	0.088	zshbuiltins:SHELL BUILTIN COMMANDS › shift [ -p ] [ n ] [ name ... ]	zshbuiltins:SHELL BUILTIN COMMANDS › unsetopt [ {+|-}options | {+|-}o option_name ] [ name ... ]	names arguments given these are
vocab	0.088	zshbuiltins:SHELL BUILTIN COMMANDS › trap [ arg ] [ sig ... ]	zshbuiltins:SHELL BUILTIN COMMANDS › typeset -f [ {+|-}TUkmtuz ] [ + ] [ name ... ]	name function parameter local executed
vocab	0.087	zshmisc:COMPLEX COMMANDS	zshbuiltins:SHELL BUILTIN COMMANDS › continue [ n ]	break loop repeat until while
vocab	0.087	zshmisc:RESERVED WORDS	zshexpn:PARAMETER EXPANSION › Parameter Expansion Flags	words position readonly word done
vocab	0.087	zshmisc:ERRORS	zshbuiltins:SHELL BUILTIN COMMANDS › continue [ n ]	resume loop loops break next
vocab	0.087	zshmisc:COMMENTS	zshbuiltins:SHELL BUILTIN COMMANDS › echo [ -neE ] [ arg ... ]	newline shells character following characters
vocab	0.087	zshmisc:MULTIOS	zshexpn:PARAMETER EXPANSION	foo output word bar expansion
vocab	0.087	zshmisc:COMMAND EXECUTION	zshbuiltins:SHELL BUILTIN COMMANDS › cd [ -qsLP ] {+|-}n	directory exists fails found contains
vocab	0.087	zshmisc:COMMAND EXECUTION	zshbuiltins:SHELL BUILTIN COMMANDS › set [ {+|-}options | {+|-}o [ option_name ] ] ... [ {+|-}A [ name ] ]	name values format printed parameters
vocab	0.087	zshmisc:FUNCTIONS	zshmisc:SIMPLE PROMPT ESCAPES › Shell state	working function executed directory defined
vocab	0.087	zshmisc:CONDITIONAL EXPRESSIONS	zshexpn:PARAMETER EXPANSION › Examples	file foo produces string bar
vocab	0.087	zshmisc:CONDITIONAL EXPRESSIONS	zshoptions:DESCRIPTION OF OPTIONS › Scripts and Functions	true file set option zero
vocab	0.087	zshmisc:SIMPLE PROMPT ESCAPES › Visual effects	zshexpn:HISTORY EXPANSION › Modifiers	start character braces string correct
vocab	0.087	zshmisc:SIMPLE PROMPT ESCAPES › Visual effects	zshoptions:DESCRIPTION OF OPTIONS › Input/Output	correct stop characters start sequence
vocab	0.087	zshexpn:DESCRIPTION	zshexpn:BRACE EXPANSION	expansion order brace filename expanded
vocab	0.087	zshexpn:HISTORY EXPANSION	zshbuiltins:SHELL BUILTIN COMMANDS › read [ -rszpqAclneE ] [ -t [ num ] ] [ -k [ num ] ] [ -d delim ]	assigned prompt number line called
vocab	0.087	zshexpn:PARAMETER EXPANSION › Parameter Expansion Flags	zshexpn:FILENAME GENERATION › Recursive Globbing	foo bar matches forms shorthand
vocab	0.087	zshexpn:PARAMETER EXPANSION › Rules	zshparam:LOCAL PARAMETERS	parameter outermost new value any
vocab	0.087	zshexpn:FILENAME EXPANSION › Dynamic named directories	zshexpn:FILENAME GENERATION › ksh-like Glob Operators	match directory unquoted zero any
vocab	0.087	zshexpn:FILENAME EXPANSION › Dynamic named directories	zshbuiltins:SHELL BUILTIN COMMANDS › set [ {+|-}options | {+|-}o [ option_name ] ] ... [ {+|-}A [ name ] ]	array name names arguments sets
vocab	0.087	zshexpn:FILENAME GENERATION › Precedence	zshparam:ARRAY PARAMETERS › Subscript Parsing	parentheses expression appear pattern must
vocab	0.087	zshexpn:FILENAME GENERATION › Glob Qualifiers	zshoptions:SINGLE LETTER OPTIONS › Also note	sort used pattern specify matching
vocab	0.087	zshexpn:FILENAME GENERATION › Glob Qualifiers	zshbuiltins:SHELL BUILTIN COMMANDS › fc -ARWI [ filename ]	file list last given history
vocab	0.087	zshparam:ARRAY PARAMETERS › Subscript Flags	zshbuiltins:SHELL BUILTIN COMMANDS › shift [ -p ] [ n ] [ name ... ]	array arrays instead given expression
vocab	0.087	zshoptions:DESCRIPTION OF OPTIONS	zshbuiltins:SHELL BUILTIN COMMANDS › autoload [ {+|-}RTUXdkmrtWz ] [ -w ] [ name ... ]	marked ksh default zsh options
vocab	0.087	zshoptions:DESCRIPTION OF OPTIONS › Scripts and Functions	zshbuiltins:SHELL BUILTIN COMMANDS › unsetopt [ {+|-}options | {+|-}o option_name ] [ name ... ]	unset options supplied name interpreted
vocab	0.087	zshbuiltins:SHELL BUILTIN COMMANDS › . file [ arg ... ]	zshbuiltins:SHELL BUILTIN COMMANDS › trap [ arg ] [ sig ... ]	arg status executed commands exit
vocab	0.087	zshbuiltins:SHELL BUILTIN COMMANDS › cd [ -qsLP ] {+|-}n	zshbuiltins:SHELL BUILTIN COMMANDS › getopts optstring name [ arg ... ]	arg begins argument option entry
vocab	0.087	zshbuiltins:SHELL BUILTIN COMMANDS › enable [ -afmprs ] name ...	zshbuiltins:SHELL BUILTIN COMMANDS › unalias [ -ams ] name ...	aliases suffix regular global all
vocab	0.086	zshmisc:SIMPLE COMMANDS & PIPELINES	zshmisc:PRECOMMAND MODIFIERS	command executed simple preceded seen
vocab	0.086	zshmisc:COMMENTS	zshexpn:HISTORY EXPANSION › Overview	histchars word character default characters
vocab	0.086	zshmisc:ALIASING	zshexpn:FILENAME EXPANSION	word checked replaced position followed
vocab	0.086	zshmisc:ALIASING	zshexpn:FILENAME GENERATION › Globbing Flags	foo pattern global string glob
vocab	0.086	zshmisc:OPENING FILE DESCRIPTORS USING PARAMETERS	zshoptions:DESCRIPTION OF OPTIONS › Expansion and Globbing	brace file parameter error ignore_braces
vocab	0.086	zshmisc:MULTIOS	zshbuiltins:SHELL BUILTIN COMMANDS › jobs -Z string	job about process point shows
vocab	0.086	zshmisc:AUTOLOADING FUNCTIONS	zshbuiltins:SHELL BUILTIN COMMANDS › trap [ arg ] [ sig ... ]	function executed body args defined
vocab	0.086	zshmisc:SPECIAL FUNCTIONS › Hook Functions	zshparam:ARRAY PARAMETERS › Subscript Flags	array element returns string like
vocab	0.086	zshmisc:SPECIAL FUNCTIONS › Hook Functions	zshbuiltins:SHELL BUILTIN COMMANDS › alias [ {+|-}gmrsL ] [ name[=value] ... ]	functions aliases define value global
vocab	0.086	zshmisc:SPECIAL FUNCTIONS › Trap Functions	zshbuiltins:SHELL BUILTIN COMMANDS › exec [ -cl ] [ -a argv0 ] [ command [ arg ... ] ]	executed function exits command builtin
vocab	0.086	zshmisc:SPECIAL FUNCTIONS › Trap Functions	zshbuiltins:SHELL BUILTIN COMMANDS › whence [ -vcwfpamsS ] [ -x num ] name ...	function functions status builtin command
vocab	0.086	zshmisc:JOBS	zshbuiltins:SHELL BUILTIN COMMANDS › read [ -rszpqAclneE ] [ -t [ num ] ] [ -k [ num ] ] [ -d delim ]	read input terminal line key
vocab	0.086	zshmisc:SIMPLE PROMPT ESCAPES › Shell state	zshbuiltins:SHELL BUILTIN COMMANDS › print [ -abcDilmnNoOpPrsSz ] [ -u n ] [ -f format ] [ -C cols ]	line print file directory history
vocab	0.086	zshmisc:SIMPLE PROMPT ESCAPES › Visual effects	zshexpn:FILENAME GENERATION › Globbing Flags	start characters string group useful
vocab	0.086	zshmisc:SIMPLE PROMPT ESCAPES › Visual effects	zshoptions:DESCRIPTION OF OPTIONS › Prompting	prompt start cursor outputting terminal
vocab	0.086	zshexpn:HISTORY EXPANSION	zshoptions:DESCRIPTION OF OPTIONS › Scripts and Functions	prompt assigned commands you list
vocab	0.086	zshexpn:HISTORY EXPANSION › Word Designators	zshbuiltins:SHELL BUILTIN COMMANDS › fc -ARWI [ filename ]	history event recent most last
vocab	0.086	zshexpn:HISTORY EXPANSION › Modifiers	zshbuiltins:SHELL BUILTIN COMMANDS › exec [ -cl ] [ -a argv0 ] [ command [ arg ... ] ]	modifiers path string further searching
vocab	0.086	zshexpn:HISTORY EXPANSION › Modifiers	zshbuiltins:SHELL BUILTIN COMMANDS › printf [ -v name ] format [ arg ... ]	string used character can parameter
vocab	0.086	zshexpn:FILENAME EXPANSION › Dynamic named directories	zshparam:ARRAY PARAMETERS › Array Subscripts	match array element name elements
vocab	0.086	zshexpn:FILENAME EXPANSION › Dynamic named directories	zshbuiltins:SHELL BUILTIN COMMANDS › . file [ arg ... ]	directory return status else executing
vocab	0.086	zshexpn:FILENAME EXPANSION › Static named directories	zshparam:PARAMETERS SET BY THE SHELL	directory value system name parameter
vocab	0.086	zshexpn:FILENAME EXPANSION › Static named directories	zshbuiltins:SHELL BUILTIN COMMANDS › alias [ {+|-}gmrsL ] [ name[=value] ... ]	define name text printing value
vocab	0.086	zshexpn:FILENAME EXPANSION › ‘=' expansion	zshbuiltins:SHELL BUILTIN COMMANDS › read [ -rszpqAclneE ] [ -t [ num ] ] [ -k [ num ] ] [ -d delim ]	word name remainder taken full
vocab	0.086	zshexpn:FILENAME GENERATION › Precedence	zshoptions:DESCRIPTION OF OPTIONS › Shell Emulation	unit special while outside character
vocab	0.086	zshexpn:FILENAME GENERATION › Globbing Flags	zshbuiltins:SHELL BUILTIN COMMANDS › whence [ -vcwfpamsS ] [ -x num ] name ...	pattern matching path only succeeds
vocab	0.086	zshparam:ARRAY PARAMETERS	zshbuiltins:SHELL BUILTIN COMMANDS › alias [ {+|-}gmrsL ] [ name[=value] ... ]	value name values present earlier
vocab	0.086	zshparam:ARRAY PARAMETERS › Subscript Parsing	zshparam:POSITIONAL PARAMETERS	positional array parameters parameter because
vocab	0.086	zshparam:PARAMETERS SET BY THE SHELL	zshbuiltins:SHELL BUILTIN COMMANDS › setopt [ {+|-}options | {+|-}o option_name ] [ -m ] [ name ... ]	code user set emulation zsh
vocab	0.086	zshparam:PARAMETERS USED BY THE SHELL	zshbuiltins:SHELL BUILTIN COMMANDS › dirs [ -lpv ]	stack directory directories line number
vocab	0.086	zshoptions:DESCRIPTION OF OPTIONS › Changing Directories	zshoptions:DESCRIPTION OF OPTIONS › Scripts and Functions	behaviour foo commands bar option
vocab	0.086	zshoptions:DESCRIPTION OF OPTIONS › Expansion and Globbing	zshbuiltins:SHELL BUILTIN COMMANDS › zmodload -R modalias ...	module list math provided error
vocab	0.086	zshoptions:DESCRIPTION OF OPTIONS › Input/Output	zshoptions:DESCRIPTION OF OPTIONS › Zle	editor zle line characters this
vocab	0.086	zshoptions:DESCRIPTION OF OPTIONS › Shell State	zshbuiltins:SHELL BUILTIN COMMANDS › job ... &!	running interactive setting automatically been
vocab	0.086	zshbuiltins:SHELL BUILTIN COMMANDS › autoload [ {+|-}RTUXdkmrtWz ] [ -w ] [ name ... ]	zshbuiltins:SHELL BUILTIN COMMANDS › read [ -rszpqAclneE ] [ -t [ num ] ] [ -k [ num ] ] [ -d delim ]	flag function name flags file
vocab	0.086	zshbuiltins:SHELL BUILTIN COMMANDS › autoload [ {+|-}RTUXdkmrtWz ] [ -w ] [ name ... ]	zshbuiltins:SHELL BUILTIN COMMANDS › trap [ arg ] [ sig ... ]	function executed execution exit defined
vocab	0.086	zshbuiltins:SHELL BUILTIN COMMANDS › getopts optstring name [ arg ... ]	zshbuiltins:SHELL BUILTIN COMMANDS › printf [ -v name ] format [ arg ... ]	argument stored explicitly required name
vocab	0.085	zshmisc:PRECOMMAND MODIFIERS	zshmisc:SPECIAL FUNCTIONS › Trap Functions	executed trapexit function command builtin
vocab	0.085	zshmisc:PRECOMMAND MODIFIERS	zshexpn:PROCESS SUBSTITUTION	process command external shell run
vocab	0.085	zshmisc:COMPLEX COMMANDS	zshexpn:FILENAME EXPANSION › ‘=' expansion	word name command set if
vocab	0.085	zshmisc:COMPLEX COMMANDS	zshbuiltins:SHELL BUILTIN COMMANDS › disable [ -afmprs ] name ...	patterns list sh_glob parentheses pattern
vocab	0.085	zshmisc:ALTERNATE FORMS FOR COMPLEX COMMANDS	zshexpn:FILENAME GENERATION › Globbing Flags	test form pattern alternate work
vocab	0.085	zshmisc:ALTERNATE FORMS FOR COMPLEX COMMANDS	zshexpn:FILENAME GENERATION › Glob Qualifiers	list sublist form test short
vocab	0.085	zshmisc:ERRORS	zshexpn:PARAMETER EXPANSION › Parameter Expansion Flags	errors needed invalid convert non
vocab	0.085	zshmisc:ERRORS	zshexpn:FILENAME GENERATION › Globbing Flags	errors generation pattern regular matching
vocab	0.085	zshmisc:COMMENTS	zshoptions:DESCRIPTION OF OPTIONS › Shell State	interactive shells ignored non option
vocab	0.085	zshmisc:OPENING FILE DESCRIPTORS USING PARAMETERS	zshparam:PARAMETERS USED BY THE SHELL	file parameter new this redirection
vocab	0.085	zshmisc:REDIRECTIONS WITH NO COMMAND	zshbuiltins:SHELL BUILTIN COMMANDS › typeset -f [ {+|-}TUkmtuz ] [ + ] [ name ... ]	parameter assignments value when refer
vocab	0.085	zshmisc:COMMAND EXECUTION	zshoptions:DESCRIPTION OF OPTIONS › Shell State	script file invoked bin shell
vocab	0.085	zshmisc:ARITHMETIC EVALUATION	zshexpn:FILENAME GENERATION › Precedence	operators precedence expression parentheses character
vocab	0.085	zshmisc:SIMPLE PROMPT ESCAPES › Shell state	zshparam:DESCRIPTION	integer number value name incremented
vocab	0.085	zshmisc:CONDITIONAL SUBSTRINGS IN PROMPTS	zshparam:ARRAY PARAMETERS › Array Subscripts	array elements string element length
vocab	0.085	zshexpn:HISTORY EXPANSION › Overview	zshexpn:BRACE EXPANSION	bar foo character sequence expanded
vocab	0.085	zshexpn:HISTORY EXPANSION › Overview	zshbuiltins:SHELL BUILTIN COMMANDS › exec [ -cl ] [ -a argv0 ] [ command [ arg ... ] ]	command modifiers always take section
vocab	0.085	zshexpn:HISTORY EXPANSION › Word Designators	zshoptions:DESCRIPTION OF OPTIONS › History	history event words line command
vocab	0.085	zshexpn:PROCESS SUBSTITUTION	zshbuiltins:SHELL BUILTIN COMMANDS › trap [ arg ] [ sig ... ]	arg command then function name
vocab	0.085	zshexpn:PARAMETER EXPANSION › Examples	zshexpn:FILENAME GENERATION › Recursive Globbing	bar foo file case this
